8.807
8.096
7.876
8.331
9.291
9.796
9.633
8.788
8.458
8.585
8.451
8.151
8.115
8.111
8.032
8.214
8.523
8.728
9.102
9.715
10.275
10.368
10.548
10.881
11.451
11.776
11.254
10.471
10.081
10.579
