1.300
1.503
1.570
1.601
1.527
1.467
1.443
1.460
1.704
1.891
1.999
2.080
2.140
2.257
2.267
2.312
2.415
2.518
2.580
2.590
2.650
2.585
2.545
2.521
2.482
2.478
2.511
2.523
2.281
1.860
